www.pinterest.com,Apr 29,14:57:32,1,192.168.86.1,4.310,4.054,3.977,4.113666666666667
www.pinterest.com,Apr 29,14:57:32,2,96.120.74.249,14.491,14.418,14.346,14.418333333333331
www.pinterest.com,Apr 29,14:57:32,3,68.86.223.249,13.893,13.824,13.750,13.822333333333333
www.pinterest.com,Apr 29,14:57:32,4,96.108.142.197,17.333,17.266,17.195,17.264666666666667
www.pinterest.com,Apr 29,14:57:32,5,68.85.35.37,17.908,32.812,32.743,27.820999999999998
www.pinterest.com,Apr 29,14:57:32,6,96.110.42.45,32.660,18.123,17.974,22.919
www.pinterest.com,Apr 29,14:57:32,7,96.110.36.94,64.140,16.614,16.335,32.363
www.pinterest.com,Apr 29,14:57:32,8,68.86.85.186,16.225,16.125,32.778,21.709333333333333
www.pinterest.com,Apr 29,14:57:32,9,68.86.83.90,43.533,17.475,17.217,26.075
www.pinterest.com,Apr 29,14:57:32,10,50.242.148.114,135.554,135.470,135.389,135.471
www.pinterest.com,Apr 29,14:57:32,11,104.77.220.247,16.411,16.323,20.567,17.767
www.pinterest.com,Apr 29,14:57:32,11
www.pinterest.com,Apr 29,14:57:33,"[45.9, 157.0, 38.3, 64.9, 351.0, 307.0, 69.1, 126.0, 237.0, 25.1]",142.13
www.pinterest.com,Apr 29,14:57:43,1,192.168.86.1,4.547,4.435,4.385,4.455666666666667
www.pinterest.com,Apr 29,14:57:43,2,96.120.74.249,26.252,26.221,26.191,26.221333333333334
www.pinterest.com,Apr 29,14:57:43,3,68.86.223.249,25.677,30.058,30.029,28.587999999999997
www.pinterest.com,Apr 29,14:57:43,4,96.108.142.197,26.064,26.036,25.998,26.032666666666668
www.pinterest.com,Apr 29,14:57:43,5,68.85.35.37,25.956,25.925,25.897,25.926
www.pinterest.com,Apr 29,14:57:43,6,96.110.42.45,25.866,19.139,27.368,24.12433333333333
www.pinterest.com,Apr 29,14:57:43,7,96.110.36.94,28.266,55.906,30.929,38.367
www.pinterest.com,Apr 29,14:57:43,8,68.86.85.186,37.338,19.264,19.168,25.25666666666667
www.pinterest.com,Apr 29,14:57:43,9,68.86.83.90,17.358,17.339,17.328,17.34166666666667
www.pinterest.com,Apr 29,14:57:43,10,50.242.148.114,17.659,17.638,17.618,17.638333333333332
www.pinterest.com,Apr 29,14:57:43,11,104.77.220.247,16.874,16.865,16.842,16.860333333333333
www.pinterest.com,Apr 29,14:57:43,11
www.pinterest.com,Apr 29,14:57:44,"[74.6, 37.3, 128.0, 42.7, 21.1, 20.8, 83.3, 259.0, 159.0, 112.0]",93.78
www.pinterest.com,Apr 30,14:57:11,1,192.168.86.1,5.107,*,*,5.107
www.pinterest.com,Apr 30,14:57:11,2,96.120.74.249,22.396,22.364,22.334,22.36466666666667
www.pinterest.com,Apr 30,14:57:11,3,68.86.223.249,20.123,20.083,20.054,20.08666666666667
www.pinterest.com,Apr 30,14:57:11,4,96.108.142.197,21.241,21.222,21.179,21.214
www.pinterest.com,Apr 30,14:57:11,5,68.85.35.37,22.101,28.410,33.958,28.156333333333333
www.pinterest.com,Apr 30,14:57:11,6,N/A,N/A,N/A,N/A,N/A
www.pinterest.com,Apr 30,14:57:11,7,96.110.36.94,18.196,18.544,18.522,18.420666666666666
www.pinterest.com,Apr 30,14:57:11,8,68.86.85.186,18.480,22.849,22.828,21.385666666666665
www.pinterest.com,Apr 30,14:57:11,9,68.86.83.90,22.796,15.624,15.519,17.979666666666667
www.pinterest.com,Apr 30,14:57:11,10,50.242.148.114,19.681,44.992,18.173,27.615333333333336
www.pinterest.com,Apr 30,14:57:11,11,104.77.220.247,16.638,16.596,16.562,16.59866666666667
www.pinterest.com,Apr 30,14:57:11,11
www.pinterest.com,Apr 30,14:57:12,"[30.9, 19.6, 19.2, 23.8, 23.6, 54.8, 53.1, 48.2, 62.8, 78.1]",41.410000000000004
www.pinterest.com,Apr 30,14:57:22,1,192.168.86.1,7.024,*,*,7.024
www.pinterest.com,Apr 30,14:57:22,2,96.120.74.249,16.377,16.331,16.285,16.331
www.pinterest.com,Apr 30,14:57:22,3,68.86.223.249,17.206,17.141,17.095,17.147333333333332
www.pinterest.com,Apr 30,14:57:22,4,96.108.142.197,17.571,17.503,17.449,17.507666666666665
www.pinterest.com,Apr 30,14:57:22,5,68.85.35.37,17.390,21.953,21.892,20.411666666666665
www.pinterest.com,Apr 30,14:57:22,6,96.110.42.45,30.047,16.860,16.554,21.153666666666666
www.pinterest.com,Apr 30,14:57:22,7,96.110.36.94,16.860,17.675,17.632,17.389
www.pinterest.com,Apr 30,14:57:22,8,68.86.85.186,20.264,20.241,20.187,20.230666666666664
www.pinterest.com,Apr 30,14:57:22,9,68.86.83.90,21.588,21.544,21.500,21.544
www.pinterest.com,Apr 30,14:57:22,10,50.242.148.114,222.524,222.471,73.355,172.78333333333333
www.pinterest.com,Apr 30,14:57:22,11,104.77.220.247,22.408,14.913,14.756,17.358999999999998
www.pinterest.com,Apr 30,14:57:22,11
www.pinterest.com,Apr 30,14:57:22,"[14.9, 116.0, 53.7, 24.2, 45.7, 38.6, 28.3, 55.5, 67.3, 47.8]",49.2
www.pinterest.com,May 01,14:56:59,1,192.168.86.1,7.896,7.764,7.718,7.792666666666666
www.pinterest.com,May 01,14:56:59,2,96.120.74.249,18.780,18.761,18.745,18.762
www.pinterest.com,May 01,14:56:59,3,68.86.223.249,18.104,18.088,18.070,18.087333333333333
www.pinterest.com,May 01,14:56:59,4,96.108.142.197,18.665,18.647,18.626,18.646
www.pinterest.com,May 01,14:56:59,5,68.85.35.37,22.373,29.320,39.922,30.53833333333333
www.pinterest.com,May 01,14:56:59,6,96.110.42.45,44.593,20.762,33.509,32.95466666666667
www.pinterest.com,May 01,14:56:59,7,96.110.36.94,33.467,21.379,21.171,25.339
www.pinterest.com,May 01,14:56:59,8,68.86.85.186,21.097,21.050,21.004,21.050333333333338
www.pinterest.com,May 01,14:56:59,9,68.86.83.90,20.935,20.890,20.834,20.886333333333337
www.pinterest.com,May 01,14:56:59,10,50.242.148.114,43.054,43.003,15.827,33.961333333333336
www.pinterest.com,May 01,14:56:59,11,104.77.220.247,13.973,13.926,15.556,14.485
www.pinterest.com,May 01,14:56:59,11
www.pinterest.com,May 01,14:57:00,"[56.1, 48.6, 48.2, 32.5, 166.0, 48.6, 212.0, 49.1, 54.5, 46.0]",76.16
www.pinterest.com,May 01,14:57:10,1,192.168.86.1,4.357,*,*,4.357
www.pinterest.com,May 01,14:57:10,2,96.120.74.249,14.947,14.895,14.842,14.894666666666666
www.pinterest.com,May 01,14:57:10,3,68.86.223.249,14.232,14.118,14.063,14.137666666666668
www.pinterest.com,May 01,14:57:10,4,96.108.142.197,14.581,14.553,14.503,14.545666666666667
www.pinterest.com,May 01,14:57:10,5,68.85.35.37,14.472,25.827,32.756,24.35166666666667
www.pinterest.com,May 01,14:57:10,6,96.110.42.45,32.704,20.771,18.894,24.123
www.pinterest.com,May 01,14:57:10,7,96.110.36.94,18.837,18.812,18.381,18.676666666666666
www.pinterest.com,May 01,14:57:10,8,68.86.85.186,20.150,20.104,20.083,20.112333333333332
www.pinterest.com,May 01,14:57:10,9,68.86.83.90,18.221,38.723,121.515,59.486333333333334
www.pinterest.com,May 01,14:57:10,10,50.242.148.114,95.377,95.272,48.000,79.54966666666667
www.pinterest.com,May 01,14:57:10,11,104.77.220.247,18.381,18.330,18.283,18.331333333333333
www.pinterest.com,May 01,14:57:10,11
www.pinterest.com,May 01,14:57:11,"[74.8, 34.3, 16.2, 68.9, 31.5, 44.2, 75.7, 35.3, 85.8, 70.8]",53.75
www.pinterest.com,May 02,14:57:23,1,192.168.86.1,5.391,*,*,5.391
www.pinterest.com,May 02,14:57:23,2,96.120.74.249,14.010,13.981,15.266,14.418999999999999
www.pinterest.com,May 02,14:57:23,3,68.86.223.249,15.933,15.888,15.842,15.887666666666666
www.pinterest.com,May 02,14:57:23,4,96.108.142.197,16.582,16.556,16.518,16.552000000000003
www.pinterest.com,May 02,14:57:23,5,68.85.35.37,16.460,16.433,29.095,20.662666666666667
www.pinterest.com,May 02,14:57:23,6,96.110.42.45,32.185,15.948,15.635,21.256
www.pinterest.com,May 02,14:57:23,7,96.110.36.94,16.510,16.460,16.413,16.461
www.pinterest.com,May 02,14:57:23,8,68.86.85.186,18.687,18.645,18.600,18.644000000000002
www.pinterest.com,May 02,14:57:23,9,68.86.83.90,15.720,20.435,158.662,64.93900000000001
www.pinterest.com,May 02,14:57:23,10,50.242.148.114,273.211,19.817,81.138,124.72200000000002
www.pinterest.com,May 02,14:57:23,11,104.77.220.247,16.255,16.070,16.009,16.111333333333334
www.pinterest.com,May 02,14:57:23,11
www.pinterest.com,May 02,14:57:25,"[32.4, 20.2, 18.8, 48.9, 36.4, 19.1, 26.8, 59.2, 24.1, 29.2]",31.51
www.pinterest.com,May 02,14:57:35,1,192.168.86.1,9.018,8.844,*,8.931000000000001
www.pinterest.com,May 02,14:57:35,2,96.120.74.249,22.898,22.853,22.780,22.843666666666667
www.pinterest.com,May 02,14:57:35,3,68.86.223.249,24.032,23.960,23.887,23.959666666666667
www.pinterest.com,May 02,14:57:35,4,96.108.142.197,22.472,23.363,24.619,23.48466666666667
www.pinterest.com,May 02,14:57:35,5,68.85.35.37,31.060,30.993,37.350,33.13433333333333
www.pinterest.com,May 02,14:57:35,6,96.110.42.45,37.303,17.571,17.373,24.082333333333334
www.pinterest.com,May 02,14:57:35,7,96.110.36.94,18.578,18.528,18.452,18.519333333333332
www.pinterest.com,May 02,14:57:35,8,68.86.85.186,18.358,33.881,33.448,28.56233333333334
www.pinterest.com,May 02,14:57:35,9,68.86.83.90,33.377,42.423,58.721,44.84033333333334
www.pinterest.com,May 02,14:57:35,10,N/A,N/A,N/A,N/A,N/A
www.pinterest.com,May 02,14:57:35,11,104.77.220.247,21.476,21.375,21.298,21.383
www.pinterest.com,May 02,14:57:35,11
www.pinterest.com,May 02,14:57:36,"[54.5, 26.3, 76.4, 152.0, 22.0, 26.1, 33.6, 119.0, 68.1, 139.0]",71.7
